user,day,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
BJH3402,2010-01-12,9,0,2,0
BJM2491,2010-01-12,4,11,0,3
BJM3236,2010-01-12,22,0,7,0
BJP0186,2010-01-12,4,16,1,8
BJR0774,2010-01-12,17,3,3,1
BJR0940,2010-01-12,12,0,2,0
BJS0053,2010-01-12,14,14,2,10
BJS0744,2010-01-12,21,0,6,0
BJV2631,2010-01-12,19,2,8,0
BJW2134,2010-01-12,10,0,6,0
BJW3558,2010-01-12,18,2,5,0
BKA0175,2010-01-12,19,9,3,2
BKB0853,2010-01-12,0,3,0,1
BKC2698,2010-01-12,15,0,8,0
BKC3473,2010-01-12,15,19,2,3
BKF0427,2010-01-12,0,12,0,2
BKF1545,2010-01-12,0,3,0,0
BKF2204,2010-01-12,2,0,0,0
BKM1155,2010-01-12,17,0,5,0
BKM2643,2010-01-12,14,0,7,0
BKM3410,2010-01-12,9,0,2,0
BKM3611,2010-01-12,0,3,0,1
BKR3146,2010-01-12,13,0,7,0
BKR3302,2010-01-12,5,0,1,0
BKS1860,2010-01-12,4,12,1,6
BKS2069,2010-01-12,0,22,0,5
BKW1032,2010-01-12,21,5,8,1
BLB1876,2010-01-12,13,15,4,2
BLD2227,2010-01-12,3,0,1,0
BLH3602,2010-01-12,12,6,5,3
BLL3585,2010-01-12,13,3,7,2
BLL3910,2010-01-12,2,0,0,0
BLN0230,2010-01-12,6,8,1,1
BLS1973,2010-01-12,22,0,4,0
BLS3327,2010-01-12,6,0,1,0
BLY1039,2010-01-12,23,0,6,0
BMA1411,2010-01-12,5,14,2,5
BMB0007,2010-01-12,55,4,13,1
BMC3061,2010-01-12,0,18,0,7
BMC3636,2010-01-12,2,0,1,0
BMF2337,2010-01-12,36,0,12,0
BMH0457,2010-01-12,20,14,5,4
BMH1069,2010-01-12,21,3,5,1
BMM0462,2010-01-12,10,29,1,3
BMM3328,2010-01-12,4,0,1,0
BMN0178,2010-01-12,12,0,9,0
BMN3207,2010-01-12,22,4,6,1
BMR1662,2010-01-12,25,4,9,3
BMS0925,2010-01-12,20,0,11,0
BMV1886,2010-01-12,17,0,9,0
BNB3370,2010-01-12,28,0,10,0
BNC1497,2010-01-12,0,6,0,1
BNC3178,2010-01-12,17,0,5,0
BNF1110,2010-01-12,4,0,1,0
BNH2692,2010-01-12,20,6,3,0
BNH3516,2010-01-12,18,2,1,0
BNK0087,2010-01-12,9,17,3,6
BNL1652,2010-01-12,30,0,12,0
BNR2527,2010-01-12,16,0,7,0
BNR3128,2010-01-12,17,0,6,0
BNS2384,2010-01-12,28,8,8,4
BNS3233,2010-01-12,17,0,8,0
BNS3594,2010-01-12,21,0,5,0
BNT0663,2010-01-12,13,3,7,2
BNW3985,2010-01-12,2,0,0,0
BOH1751,2010-01-12,5,25,1,10
BOJ2179,2010-01-12,2,0,1,0
BON0968,2010-01-12,10,0,2,0
BOR2387,2010-01-12,23,22,6,6
BOV1609,2010-01-12,0,36,0,11
BPD2437,2010-01-12,22,0,8,0
BPL3202,2010-01-12,12,0,6,0
BPM3694,2010-01-12,5,0,1,0
BPN3051,2010-01-12,12,0,2,0
BPR1678,2010-01-12,8,3,1,0
BQK2024,2010-01-12,2,16,0,7
BQV1308,2010-01-12,3,20,0,4
BQW1904,2010-01-12,19,0,7,0
BRB2143,2010-01-12,5,0,3,0
BRC1811,2010-01-12,14,0,3,0
BRC3949,2010-01-12,2,0,0,0
BRD3314,2010-01-12,0,4,0,1
BRG3113,2010-01-12,12,5,7,1
BRG3267,2010-01-12,4,0,0,0
BRH1107,2010-01-12,0,19,0,4
BRH2866,2010-01-12,6,0,1,0
BRJ2151,2010-01-12,0,16,0,4
BRM0143,2010-01-12,12,0,5,0
BRM0843,2010-01-12,2,0,0,0
BRN3289,2010-01-12,6,0,0,0
BRR2899,2010-01-12,32,0,9,0
BRS0333,2010-01-12,5,7,1,1
BRW0963,2010-01-12,19,23,5,7
BRW3552,2010-01-12,19,2,7,0
BSB3083,2010-01-12,21,0,5,0
BSM2288,2010-01-12,7,0,1,0
BSM2844,2010-01-12,4,0,1,0
BSS2956,2010-01-12,33,0,9,0
BSS3551,2010-01-12,16,5,3,0
BSV1499,2010-01-12,3,0,0,0
BTB0489,2010-01-12,14,0,4,0
BTG3468,2010-01-12,9,0,3,0
BTR2026,2010-01-12,8,10,4,4
BTV0644,2010-01-12,17,0,1,0
BUS1727,2010-01-12,33,5,10,1
BUS2399,2010-01-12,0,8,0,1
BUW2717,2010-01-12,9,0,4,0
BVB1673,2010-01-12,8,24,1,6
BVC0009,2010-01-12,39,0,15,0
BVD3974,2010-01-12,2,0,0,0
BVK1096,2010-01-12,12,4,5,1
BWA2593,2010-01-12,10,8,3,4
BWC2534,2010-01-12,9,11,5,3
BWG3220,2010-01-12,5,18,2,6
BWJ0136,2010-01-12,22,4,8,1
BWK0172,2010-01-12,26,7,14,2
BWM2339,2010-01-12,34,0,15,0
BWW1159,2010-01-12,11,4,6,3
BXG1340,2010-01-12,24,0,8,0
BXG3763,2010-01-12,12,0,3,0
BXK2091,2010-01-12,11,3,4,0
BXN0660,2010-01-12,13,4,3,3
BXR3536,2010-01-12,10,17,3,3
BXT2678,2010-01-12,0,20,0,4
BXW1804,2010-01-12,17,4,7,1
BYC3970,2010-01-12,2,0,1,0
BYF3784,2010-01-12,12,24,2,10
BYL2133,2010-01-12,10,2,1,1
BYS3626,2010-01-12,4,0,1,0
BZB3532,2010-01-12,22,0,4,0
BZC3956,2010-01-12,2,0,1,0
BZH1158,2010-01-12,20,0,5,0
BZS1344,2010-01-12,13,0,9,0
CAB3121,2010-01-12,20,6,3,2
CAC0147,2010-01-12,10,11,3,2
CAC1777,2010-01-12,27,0,9,0
CAC3741,2010-01-12,9,0,2,0
CAF1331,2010-01-12,12,12,2,5
CAF3929,2010-01-12,0,2,0,1
CAG0502,2010-01-12,14,6,3,2
CAG0888,2010-01-12,4,0,1,0
CAG1644,2010-01-12,32,2,8,1
CAG2236,2010-01-12,0,2,0,0
CAG2442,2010-01-12,22,0,9,0
CAG3049,2010-01-12,24,2,6,1
CAG3622,2010-01-12,5,0,1,0
CAH1839,2010-01-12,15,0,5,0
CAM0679,2010-01-12,2,17,1,2
CAM1323,2010-01-12,13,10,3,3
CAM2468,2010-01-12,15,0,9,0
CAM3050,2010-01-12,23,0,6,0
CAO3117,2010-01-12,18,0,5,0
CAP1971,2010-01-12,15,0,7,0
CAP2149,2010-01-12,6,20,2,5
CAP2283,2010-01-12,7,0,2,0
CAR0928,2010-01-12,7,0,3,0
CAR0992,2010-01-12,21,0,9,0
CAR2244,2010-01-12,3,0,0,0
CAR2748,2010-01-12,13,7,3,3
CAR2900,2010-01-12,22,0,10,0
CAS0391,2010-01-12,5,6,0,1
CAS1017,2010-01-12,7,2,2,1
CAS1702,2010-01-12,6,4,1,1
CAS3022,2010-01-12,29,5,10,1
CAV1868,2010-01-12,18,7,3,1
CBA1023,2010-01-12,19,15,5,5
CBB2904,2010-01-12,8,0,1,0
CBB3018,2010-01-12,0,9,0,4
CBC0952,2010-01-12,35,0,10,0
CBC3175,2010-01-12,9,10,2,1
CBD0802,2010-01-12,9,0,7,0
CBD3251,2010-01-12,2,0,1,0
CBG1074,2010-01-12,16,0,6,0
CBG1142,2010-01-12,8,13,3,2
CBG2875,2010-01-12,10,23,3,10
CBH0413,2010-01-12,37,0,9,0
CBJ0683,2010-01-12,19,6,4,2
CBJ2083,2010-01-12,18,0,5,0
CBJ3719,2010-01-12,26,0,11,0
CBL3631,2010-01-12,4,0,1,0
CBM0060,2010-01-12,17,0,6,0
CBM0410,2010-01-12,32,5,10,0
CBM1814,2010-01-12,5,11,1,4
CBM2858,2010-01-12,6,0,1,0
CBR0121,2010-01-12,12,10,3,2
CBR2229,2010-01-12,0,2,0,1
CBS0951,2010-01-12,30,0,10,0
CBW2427,2010-01-12,21,2,5,1
CCB0547,2010-01-12,17,0,7,0
CCB3055,2010-01-12,17,12,2,5
CCB3173,2010-01-12,21,0,9,0
CCB3943,2010-01-12,0,2,0,0
CCC0491,2010-01-12,7,15,2,5
CCD3168,2010-01-12,0,25,0,4
CCE0745,2010-01-12,17,12,4,3
CCF2298,2010-01-12,8,0,3,0
CCF3529,2010-01-12,14,8,3,5
CCG1025,2010-01-12,11,6,1,3
CCG3254,2010-01-12,4,0,1,0
CCH1508,2010-01-12,5,0,1,0
CCH1724,2010-01-12,19,7,7,2
CCH3489,2010-01-12,12,0,7,0
CCL1770,2010-01-12,19,0,10,0
CCL3272,2010-01-12,4,0,1,0
CCM2207,2010-01-12,6,0,1,0
CCM3075,2010-01-12,20,0,7,0
CCN2726,2010-01-12,13,7,5,3
CCS3575,2010-01-12,5,15,1,5
CCT0020,2010-01-12,21,0,10,0
CCT2165,2010-01-12,6,0,1,0
CCW2381,2010-01-12,41,0,10,0
CCW3901,2010-01-12,7,15,4,5
CDA2295,2010-01-12,6,0,1,0
CDB2017,2010-01-12,17,2,4,1
CDB2947,2010-01-12,33,0,13,0
CDB3222,2010-01-12,11,0,9,0
CDC3413,2010-01-12,20,20,6,4
CDE1846,2010-01-12,12,8,2,2
CDL0867,2010-01-12,2,0,0,0
CDL2145,2010-01-12,24,0,7,0
CDM0538,2010-01-12,22,0,4,0
CDM1097,2010-01-12,0,20,0,7
CDM2075,2010-01-12,23,4,3,1
CDP0340,2010-01-12,5,0,0,0
CDP2892,2010-01-12,34,0,8,0
CDS1579,2010-01-12,4,0,1,0
CDS2792,2010-01-12,4,0,1,0
CDS3824,2010-01-12,10,0,1,0
CDW0886,2010-01-12,4,0,0,0
CDW0986,2010-01-12,9,0,1,0
CDW2000,2010-01-12,7,17,1,5
CDY3409,2010-01-12,10,0,2,0
CEB3714,2010-01-12,26,9,9,5
CEC1352,2010-01-12,21,0,6,0
CED2356,2010-01-12,9,0,2,0
CEM1852,2010-01-12,19,0,4,0
CER0228,2010-01-12,22,2,6,1
CET3786,2010-01-12,33,0,11,0
CFL0156,2010-01-12,4,25,0,2
CFP3418,2010-01-12,29,0,6,0
CFR1166,2010-01-12,10,15,1,4
CFR1523,2010-01-12,0,2,0,0
CFS1611,2010-01-12,27,7,13,1
CGB2215,2010-01-12,0,2,0,1
CGB3928,2010-01-12,6,0,1,0
CGC1132,2010-01-12,16,4,5,2
CGG2688,2010-01-12,9,0,3,0
CGG3388,2010-01-12,3,11,1,2
CGM0035,2010-01-12,19,0,9,0
CGM2036,2010-01-12,17,0,2,0
CGM3124,2010-01-12,8,14,1,2
CGT3148,2010-01-12,16,11,3,2
CGW0692,2010-01-12,14,8,4,1
CGW3093,2010-01-12,17,18,2,3
CHA3190,2010-01-12,7,14,0,2
CHB0996,2010-01-12,33,0,11,0
CHB1062,2010-01-12,24,0,3,0
CHB3396,2010-01-12,9,5,2,1
CHB3647,2010-01-12,0,4,0,1
CHC0252,2010-01-12,19,11,4,3
CHF1005,2010-01-12,28,13,11,5
CHH2272,2010-01-12,23,4,4,1
CHH3583,2010-01-12,2,15,1,7
CHL2644,2010-01-12,15,0,6,0
CHL3430,2010-01-12,29,3,9,0
CHM1561,2010-01-12,0,2,0,1
CHM2081,2010-01-12,17,9,4,1
CHS2323,2010-01-12,27,14,10,3
CHU3211,2010-01-12,18,0,5,0
CHV0509,2010-01-12,18,2,5,1
CHW2893,2010-01-12,32,0,12,0
CHY0083,2010-01-12,10,3,8,3
CID3640,2010-01-12,0,5,0,0
CID3774,2010-01-12,31,0,8,0
CIG1277,2010-01-12,16,0,4,0
CIG2684,2010-01-12,10,11,3,2
CIG3191,2010-01-12,15,11,4,1
CIG3459,2010-01-12,9,0,2,0
CIH0995,2010-01-12,29,12,7,2
CIJ3941,2010-01-12,2,0,1,0
CIR1367,2010-01-12,16,0,7,0
CIS3471,2010-01-12,13,9,7,1
CIS3505,2010-01-12,23,0,12,0
CIT0310,2010-01-12,3,0,1,0
CIV0935,2010-01-12,14,0,3,0
CIY1654,2010-01-12,23,0,13,0
CJB3470,2010-01-12,5,10,1,1
CJC1433,2010-01-12,20,5,7,1
CJC2371,2010-01-12,5,3,2,0
CJF1934,2010-01-12,28,0,4,0
CJG3002,2010-01-12,23,6,13,2
CJH0382,2010-01-12,30,0,8,0
CJH2330,2010-01-12,0,22,0,5
CJH2411,2010-01-12,10,17,8,4
CJH2921,2010-01-12,9,0,3,0
CJH3136,2010-01-12,19,0,7,0
CJH3630,2010-01-12,2,0,1,0
CJJ1491,2010-01-12,2,0,1,0
CJM0273,2010-01-12,14,15,1,4
CJM0584,2010-01-12,20,0,7,0
CJM2961,2010-01-12,31,10,8,1
CJM3315,2010-01-12,6,0,1,0
CJM3543,2010-01-12,18,2,4,0
CJS1932,2010-01-12,0,19,0,8
CJS1986,2010-01-12,16,11,5,1
CJT1106,2010-01-12,8,8,1,4
CJW0376,2010-01-12,18,2,9,1
CJW2087,2010-01-12,18,0,7,0
CJY2951,2010-01-12,31,4,13,0
CKB0169,2010-01-12,22,12,8,5
CKB0596,2010-01-12,14,6,7,1
CKB3645,2010-01-12,2,0,1,0
CKB3745,2010-01-12,6,7,0,1
CKC3072,2010-01-12,20,0,3,0
CKC3767,2010-01-12,6,5,0,0
CKD3861,2010-01-12,26,12,8,3
CKG1972,2010-01-12,15,6,6,0
CKG3838,2010-01-12,6,5,2,1
CKH0705,2010-01-12,21,0,6,0
CKH0799,2010-01-12,10,0,5,0
CKH2230,2010-01-12,3,0,1,0
CKH2797,2010-01-12,2,0,0,0
CKL0697,2010-01-12,11,10,4,4
CKL3556,2010-01-12,13,4,8,1
CKM0405,2010-01-12,19,8,5,3
CKM0508,2010-01-12,23,0,4,0
CKP0265,2010-01-12,6,0,3,0
CKP0659,2010-01-12,8,9,1,7
CKP3600,2010-01-12,23,0,5,0
CKR2586,2010-01-12,12,0,8,0
CLA1285,2010-01-12,13,0,4,0
CLC1272,2010-01-12,17,3,5,0
CLD1641,2010-01-12,6,3,1,0
CLE3098,2010-01-12,8,14,1,5
CLG3616,2010-01-12,5,0,0,0
CLH0733,2010-01-12,11,0,1,0
CLM1874,2010-01-12,13,0,8,0
CLM2776,2010-01-12,4,0,0,0
CLR1239,2010-01-12,10,0,2,0
CLR2407,2010-01-12,16,0,3,0
CLS3806,2010-01-12,11,0,1,0
CMA1475,2010-01-12,16,0,4,0
CMA2616,2010-01-12,9,2,5,1
CMB2034,2010-01-12,12,0,5,0
CMB3499,2010-01-12,28,0,8,0
CMC1642,2010-01-12,13,0,1,0
CMD0613,2010-01-12,15,2,8,1
CMH0776,2010-01-12,16,0,7,0
CMH2342,2010-01-12,29,0,13,0
CMH3077,2010-01-12,0,23,0,4
CMM0764,2010-01-12,22,0,8,0
CMM1068,2010-01-12,19,0,6,0
CMM3674,2010-01-12,2,0,0,0
CMM3702,2010-01-12,2,0,1,0
CMM3753,2010-01-12,6,0,0,0
CMO2396,2010-01-12,30,12,11,4
CMP2946,2010-01-12,25,19,10,4
CMR1470,2010-01-12,15,0,6,0
CMS0010,2010-01-12,44,0,16,0
CMS1900,2010-01-12,16,0,7,0
CMS2897,2010-01-12,20,13,7,4
CMT0267,2010-01-12,9,6,5,4
CMW0437,2010-01-12,21,0,8,0
CNB1131,2010-01-12,22,0,2,0
CNC1177,2010-01-12,15,10,5,2
CND3037,2010-01-12,14,10,4,3
CNE2161,2010-01-12,0,5,0,0
CNF0212,2010-01-12,11,2,10,1
CNH3475,2010-01-12,29,2,8,1
CNK1711,2010-01-12,22,18,6,6
CNP1183,2010-01-12,16,0,9,0
CNR1031,2010-01-12,18,17,5,2
CNS2548,2010-01-12,23,0,4,0
CNT0946,2010-01-12,8,0,3,0
CNT1188,2010-01-12,23,0,4,0
CNW2408,2010-01-12,14,0,3,0
COB0461,2010-01-12,14,0,7,0
COD2351,2010-01-12,8,0,3,0
COK3383,2010-01-12,9,0,3,0
COW3840,2010-01-12,14,0,3,0
CPC0724,2010-01-12,0,12,0,2
CPM1627,2010-01-12,7,0,2,0
CPP0623,2010-01-12,15,4,6,0
CPP2909,2010-01-12,0,10,0,2
CPR1800,2010-01-12,13,6,5,1
CPT1533,2010-01-12,6,0,1,0
CQA3849,2010-01-12,18,3,9,2
CQC0997,2010-01-12,11,36,2,12
CQH1505,2010-01-12,4,0,1,0
CQS2883,2010-01-12,32,0,9,0
CRC0348,2010-01-12,2,0,0,0
CRC0595,2010-01-12,10,13,4,1
CRC2747,2010-01-12,10,12,4,3
CRE2652,2010-01-12,12,8,5,2
CRH3848,2010-01-12,33,0,4,0
CRJ3070,2010-01-12,20,6,5,1
CRL2357,2010-01-12,12,0,2,0
CRL3842,2010-01-12,20,0,12,0
CRM0139,2010-01-12,21,0,14,0
CRP1186,2010-01-12,23,0,5,0
CRP1915,2010-01-12,9,12,3,4
CRP2489,2010-01-12,13,4,3,1
CRP3682,2010-01-12,4,0,1,0
CRT2273,2010-01-12,22,15,7,2
CSB0827,2010-01-12,0,20,0,6
CSB1660,2010-01-12,17,15,6,3
CSB2910,2010-01-12,11,0,2,0
CSB3932,2010-01-12,2,0,0,0
CSC0233,2010-01-12,9,13,5,3
CSC3074,2010-01-12,17,0,8,0
CSE1265,2010-01-12,16,0,7,0
CSG0135,2010-01-12,20,4,7,1
CSG1600,2010-01-12,25,0,11,0
CSL0428,2010-01-12,10,0,1,0
CSL2055,2010-01-12,9,10,3,4
CSM1212,2010-01-12,18,0,4,0
CSM1554,2010-01-12,0,5,0,1
CSM1565,2010-01-12,0,5,0,1
CSM2819,2010-01-12,3,0,1,0
CSM3502,2010-01-12,2,20,1,4
CSP0483,2010-01-12,10,0,2,0
CSP2186,2010-01-12,5,0,1,0
CSP3434,2010-01-12,36,0,8,0
CSR0612,2010-01-12,13,7,5,1
CSR1682,2010-01-12,3,9,1,1
CSR3140,2010-01-12,16,0,9,0
CSR3225,2010-01-12,11,0,5,0
CSS1313,2010-01-12,19,0,7,0
CST2863,2010-01-12,6,0,1,0
CSV3305,2010-01-12,2,0,1,0
CSW3811,2010-01-12,10,0,2,0
CTB3481,2010-01-12,8,0,2,0
CTC0421,2010-01-12,10,0,3,0
CTC0859,2010-01-12,5,0,1,0
CTD1850,2010-01-12,16,5,3,0
CTG3770,2010-01-12,14,0,2,0
CTH0626,2010-01-12,10,11,3,3
CTH0737,2010-01-12,0,17,0,3
CTH0915,2010-01-12,27,0,14,0
CTH2220,2010-01-12,0,5,0,1
CTH3020,2010-01-12,13,10,3,3
CTJ0669,2010-01-12,22,0,6,0
CTJ2794,2010-01-12,0,3,0,1
CTK0947,2010-01-12,37,0,10,0
CTM1961,2010-01-12,22,0,5,0
CTP3877,2010-01-12,17,2,2,0
CTW2038,2010-01-12,21,0,6,0
CUL3015,2010-01-12,25,7,10,1
CUM2335,2010-01-12,36,0,8,0
CUP2764,2010-01-12,22,0,2,0
CUQ3097,2010-01-12,14,2,5,1
CVB2703,2010-01-12,16,0,7,0
CWA2549,2010-01-12,2,5,1,1
CWA2554,2010-01-12,13,6,2,0
CWB1463,2010-01-12,23,0,7,0
CWC0490,2010-01-12,17,0,6,0
CWF1289,2010-01-12,10,3,7,2
CWH0038,2010-01-12,13,22,5,5
CWH3033,2010-01-12,20,0,13,0
CWH3487,2010-01-12,5,12,1,3
CWK2870,2010-01-12,2,0,0,0
CWL0561,2010-01-12,22,0,7,0
CWP1829,2010-01-12,11,7,5,3
CWR0043,2010-01-12,6,20,1,8
CWR0117,2010-01-12,18,0,4,0
CWT3747,2010-01-12,11,0,3,0
CXB2183,2010-01-12,0,5,0,0
CXK3433,2010-01-12,26,0,14,0
CXM1821,2010-01-12,23,0,6,0
CYO1575,2010-01-12,0,5,0,1
CZB3718,2010-01-12,15,24,4,6
CZT2970,2010-01-12,6,4,0,1
DAB0166,2010-01-12,6,15,4,3
DAB2580,2010-01-12,2,18,0,9
DAB3255,2010-01-12,2,0,1,0
DAD1785,2010-01-12,9,10,4,2
DAD2620,2010-01-12,10,2,6,1
DAE1437,2010-01-12,15,4,5,1
DAF3096,2010-01-12,12,4,4,2
DAH2506,2010-01-12,21,5,5,0
DAH3324,2010-01-12,3,0,0,0
DAH3331,2010-01-12,5,0,0,0
DAL1943,2010-01-12,15,0,4,0
DAM0096,2010-01-12,25,13,6,1
DAM2705,2010-01-12,6,0,3,0
DAM2837,2010-01-12,6,0,1,0
DAM2954,2010-01-12,26,10,10,2
DAM3359,2010-01-12,31,9,8,4
DAM3691,2010-01-12,3,0,0,0
DAR0388,2010-01-12,13,2,6,0
DAR0709,2010-01-12,3,16,2,5
DAR3637,2010-01-12,2,0,1,0
DAS1955,2010-01-12,15,6,3,0
DAS3775,2010-01-12,34,0,10,0
DAT1981,2010-01-12,6,8,3,1
DBB3846,2010-01-12,15,0,6,0
DBC1073,2010-01-12,18,4,4,1
DBC1152,2010-01-12,19,0,8,0
DBC3871,2010-01-12,16,2,6,1
DBF3582,2010-01-12,16,3,5,1
DBF3635,2010-01-12,6,0,1,0
DBG0477,2010-01-12,17,0,10,0
DBG3320,2010-01-12,0,2,0,1
DBG3727,2010-01-12,29,3,13,1
DBH1596,2010-01-12,17,19,8,4
DBL2605,2010-01-12,12,0,4,0
DBR1558,2010-01-12,3,0,0,0
DBR1798,2010-01-12,16,0,4,0
DBS0880,2010-01-12,0,4,0,0
DBS1363,2010-01-12,17,0,3,0
DBT0141,2010-01-12,9,8,0,5
DBV2736,2010-01-12,22,0,7,0
DBW3679,2010-01-12,2,0,1,0
DCB0401,2010-01-12,36,3,9,1
DCB3597,2010-01-12,20,0,8,0
DCC1431,2010-01-12,20,0,7,0
DCC2999,2010-01-12,10,27,7,7
DCC3689,2010-01-12,5,0,1,0
DCF2185,2010-01-12,2,0,0,0
DCG2203,2010-01-12,2,0,1,0
DCM3288,2010-01-12,0,5,0,1
DCM3596,2010-01-12,27,0,7,0
DCR1531,2010-01-12,4,0,1,0
DCW0174,2010-01-12,12,25,1,8
DCW1901,2010-01-12,0,12,0,2
DCW2405,2010-01-12,12,12,1,3
DDC0980,2010-01-12,5,4,1,2
DDF2937,2010-01-12,24,10,8,5
DDG0528,2010-01-12,12,3,3,0
DDG1703,2010-01-12,0,10,0,2
DDG1822,2010-01-12,19,0,8,0
DDH1041,2010-01-12,30,0,8,0
DDL3007,2010-01-12,26,14,6,3
DDS3149,2010-01-12,14,2,6,1
DDW3361,2010-01-12,31,5,8,1
DEF0998,2010-01-12,38,3,15,1
DEL0913,2010-01-12,30,2,11,1
DEN0236,2010-01-12,11,0,1,0
DEP0163,2010-01-12,13,0,7,0
DER0400,2010-01-12,19,23,6,1
DER2162,2010-01-12,2,0,0,0
DEY2638,2010-01-12,7,11,3,6
DFC2060,2010-01-12,19,0,7,0
DFC3287,2010-01-12,0,5,0,1
DFH1681,2010-01-12,13,0,2,0
DFM2933,2010-01-12,7,0,3,0
DFP3615,2010-01-12,3,0,0,0
DFW1467,2010-01-12,20,0,9,0
DGE3194,2010-01-12,18,0,8,0
DGG3429,2010-01-12,23,0,11,0
DGH3295,2010-01-12,0,6,0,1
DGN3358,2010-01-12,15,17,1,7
DGQ3744,2010-01-12,3,6,1,2
DGS1079,2010-01-12,15,5,5,0
DHB2364,2010-01-12,11,6,1,0
DHC1989,2010-01-12,14,7,5,3
DHG0533,2010-01-12,18,0,5,0
DHG0962,2010-01-12,30,0,10,0
DHG1830,2010-01-12,17,0,6,0
DHK0367,2010-01-12,11,0,10,0
DHL2219,2010-01-12,5,0,0,0
DHM1476,2010-01-12,14,10,3,2
DHR2541,2010-01-12,8,0,2,0
DHS2419,2010-01-12,13,15,5,5
DIA0731,2010-01-12,10,5,1,1
DIP3310,2010-01-12,0,6,0,0
DIR3921,2010-01-12,4,0,1,0
DIW1749,2010-01-12,29,0,9,0
DJA0740,2010-01-12,11,13,4,2
DJB1236,2010-01-12,17,0,8,0
DJB2983,2010-01-12,7,0,0,0
DJC0073,2010-01-12,28,0,10,0
DJF0760,2010-01-12,20,0,7,0
DJF2329,2010-01-12,20,15,5,8
DJF2576,2010-01-12,9,6,2,5
DJF3394,2010-01-12,2,11,1,1
DJH0971,2010-01-12,11,0,3,0
DJH1506,2010-01-12,0,3,0,0
DJP2420,2010-01-12,18,11,6,2
DJP3230,2010-01-12,15,0,9,0
DJR2389,2010-01-12,34,3,13,1
DJS1127,2010-01-12,16,0,9,0
DJS1271,2010-01-12,10,17,1,2
DKB0260,2010-01-12,9,0,4,0
DKD2409,2010-01-12,18,13,5,3
DKE0797,2010-01-12,23,4,4,1
DKF2721,2010-01-12,14,7,3,4
DKM2980,2010-01-12,5,0,3,0
DKP0671,2010-01-12,22,0,2,0
DKR0027,2010-01-12,8,10,4,3
DKR0860,2010-01-12,6,0,1,0
DKS1509,2010-01-12,6,0,1,0
DKW1659,2010-01-12,33,10,11,1
DLC2903,2010-01-12,18,12,9,3
DLG2673,2010-01-12,0,20,0,6
DLM0608,2010-01-12,11,0,1,0
DLM1680,2010-01-12,10,0,2,0
DLM2440,2010-01-12,18,17,4,3
DLM2826,2010-01-12,6,0,1,0
DLP1445,2010-01-12,20,5,7,0
DLR1423,2010-01-12,16,5,3,0
DLW2729,2010-01-12,13,13,1,2
DMA3455,2010-01-12,6,0,2,0
DMB1429,2010-01-12,0,14,0,1
DMB2533,2010-01-12,9,21,2,4
DMC1438,2010-01-12,12,2,1,0
DMC1766,2010-01-12,8,14,2,4
DMD0486,2010-01-12,8,0,3,0
DMG1298,2010-01-12,18,0,4,0
DMH0011,2010-01-12,27,12,16,3
DMH1232,2010-01-12,17,2,5,1
DMJ1815,2010-01-12,20,2,2,0
DMM2063,2010-01-12,6,7,0,1
DMR0336,2010-01-12,5,0,0,0
DMR2518,2010-01-12,20,4,6,0
DMS1977,2010-01-12,7,9,1,4
DMS3400,2010-01-12,6,0,3,0
DMW2128,2010-01-12,6,16,3,4
DNB1999,2010-01-12,9,6,5,4
DNB2574,2010-01-12,21,6,5,3
DNB3545,2010-01-12,14,6,6,2
DND3309,2010-01-12,0,2,0,1
DNH0308,2010-01-12,0,2,0,1
DNM0275,2010-01-12,9,5,7,2
DNM2823,2010-01-12,4,0,1,0
DNM3903,2010-01-12,14,4,7,0
DNN0488,2010-01-12,17,8,4,2
DNS1758,2010-01-12,29,0,5,0
DNS1768,2010-01-12,14,0,11,0
DNV1964,2010-01-12,20,10,2,1
DOB2696,2010-01-12,20,7,4,1
DOC1734,2010-01-12,7,0,2,0
DOM0586,2010-01-12,15,5,3,1
DOS1990,2010-01-12,8,9,4,5
DOT1898,2010-01-12,17,11,3,3
DOW1266,2010-01-12,14,0,5,0
DPC3722,2010-01-12,20,10,6,0
DPF3215,2010-01-12,8,5,2,1
DPF3360,2010-01-12,37,0,8,0
DPM2971,2010-01-12,5,0,0,0
DQS0752,2010-01-12,17,0,6,0
DRB0202,2010-01-12,17,0,2,0
DRB0756,2010-01-12,13,0,7,0
DRB1780,2010-01-12,11,16,1,2
DRC2296,2010-01-12,10,0,2,0
DRD0097,2010-01-12,39,6,12,2
DRF1498,2010-01-12,2,0,1,0
DRF3306,2010-01-12,0,5,0,1
DRF3992,2010-01-12,2,0,0,0
DRH3557,2010-01-12,24,6,3,1
DRJ0794,2010-01-12,12,13,3,3
DRK3644,2010-01-12,5,0,0,0
DRM2927,2010-01-12,8,0,2,0
DRN0782,2010-01-12,16,0,6,0
DRS0032,2010-01-12,14,0,7,0
DRW1207,2010-01-12,20,0,6,0
DSA3620,2010-01-12,4,0,1,0
DSB0245,2010-01-12,25,0,1,0
DSB0307,2010-01-12,4,0,1,0
DSB2463,2010-01-12,16,0,4,0
DSB2734,2010-01-12,13,14,4,2
DSC2208,2010-01-12,0,2,0,1
DSD1293,2010-01-12,19,12,2,3
DSF2557,2010-01-12,17,0,5,0
