id,content,cleaned_text
{M8G6-S3GJ50PH-1306SILZ},"The scene shifts to the end of the 1931 Frankenstein. Fulton and David S. Horsely created the homunculi over the course of two days by shooting the actors in full-size jars against black velvet and aligning them with the perspective of the on-set jars. Each of the ship's gun ports was protected by two armored shutters, each {convert|4|in|0} thick. The wooden-hulled {USS|Galena|1862|6}'s most novel feature was her armor of interlocking iron rails.",scene shift end frankenstein fulton david horsely created homunculus course two day shooting actor full size jar black velvet aligning perspective set jar ship gun port protected two armored shutter convert thick wooden hulled us galena novel feature armor interlocking iron rail
{W2E4-B4XI40JO-7432HICU},"At this time, one of De Morgan's 1902 tablets was removed. In 1931, Mary Watts tracked down Fred Passenger, a former employee of De Morgan who had, after the closure of the business, set up his own ceramics business using De Morgan designs. Founded in 1880 as St. Mark's (West Gorton), they became Ardwick Association Football Club in 1887 and Manchester City in 1894. After losing the 1981 FA Cup Final, the club went through a period of decline culminating in relegation to the third tier of English football in 1998.",time one de morgan tablet removed mary watt tracked fred passenger former employee de morgan closure business set ceramic business using de morgan design founded st mark west gorton became ardwick association football club manchester city losing fa cup final club went period decline culminating relegation third tier english football
{J2Y6-J2SG51YS-1958VNTZ},"The men's lacrosse team has a historic rivalry with Denison University, the soccer team with Kenyon College, and the field hockey team with Oberlin College. Approximately 35% of accepted applicants were granted internal scholarships. At the parliament of April 1309, he suggested a compromise in which certain of the earls' petitions would be met in exchange for Gaveston's return. Edward II accepted the Ordinances only under coercion, and a long struggle for their repeal ensued that did not end until Thomas of Lancaster - the leader of the Ordainers - was executed in 1322.",men lacrosse team historic rivalry denison university soccer team kenyon college field hockey team oberlin college approximately accepted applicant granted internal scholarship parliament april suggested compromise certain earl petition would met exchange gaveston return edward ii accepted ordinance coercion long struggle repeal ensued end thomas lancaster leader ordainer executed
{P4S5-X3IH73SQ-0108QCZI},"East Germany was invited to participate with West Germany, as a unified team, but they declined. All of the speed skating events were held at Bislett Stadion. A majority of the ice hockey matches took place at Jordal Amfi, a new hockey stadium built for the Olympics. In this production, the script requires Catherine Tate, as Donna Noble, to reintroduce herself to the Doctor in mime. ""Partners in Crime"" features the return of three supporting characters: Jacqueline King reprises her role as Sylvia Noble from ""The Runaway Bride""; Bernard Cribbins reprises his role as Wilfred Mott from ""Voyage of the Damned"", to replace the character of Geoff Noble after actor Howard Attfield died; and Billie Piper briefly reprises her role as Rose Tyler for the first time since the second series' finale ""Doomsday"", in a scene that was not included in preview showings.",east germany invited participate west germany unified team declined speed skating event held bislett stadion majority ice hockey match took place jordal amfi new hockey stadium built olympics production script requires catherine tate donna noble reintroduce doctor mime partner crime feature return three supporting character jacqueline king reprises role sylvia noble runaway bride bernard cribbins reprises role wilfred mott voyage damned replace character geoff noble actor howard attfield died billie piper briefly reprises role rose tyler first time since second series finale doomsday scene included preview showing
{T9R7-Y0LM29DX-0812BJSJ},"This marks a change from her earlier texts, such as Original Stories from Real Life (1788), in which the individual plays the primary role in social reform. She also demonstrates how Burke embodies the worst of his own ideas. The Monthly Review was also sympathetic, but it pointed out faults in her writing. While Burke argued that civil society and government should rely on traditions which had accrued over centuries, Wollstonecraft contends that all civil agreements are subject to rational reassessment.",mark change earlier text original story real life individual play primary role social reform also demonstrates burke embodies worst idea monthly review also sympathetic pointed fault writing burke argued civil society government rely tradition accrued century wollstonecraft contends civil agreement subject rational reassessment
{A2S6-Q7KJ95JH-0912NBUT},"This leads into the chorus (where Francis and Deal repeat ""This monkey's gone to heaven"") with the lead guitar of Santiago playing two notes repeatedly. In the years since its release, the song has received several accolades from music publications.",lead chorus francis deal repeat monkey gone heaven lead guitar santiago playing two note repeatedly year since release song received several accolade music publication
{D9Z7-M6RL20IL-4313ETAI},"After briefing reporters outside, Montreal Police director of public relations Pierre Leclair entered the building and found his daughter Maryse's stabbed body. He left the office and was subsequently seen in other parts of the building before entering a second floor mechanical engineering class of about sixty students at about 5:10 p.m.",briefing reporter outside montreal police director public relation pierre leclair entered building found daughter maryse stabbed body left office subsequently seen part building entering second floor mechanical engineering class sixty student
{D6G6-K7HE81FZ-6035VYDH},"The 32nd Division was retained at Halmahera to garrison the island. The Escort-of-Convoy headquarters was also established in April 1944 to provide a pool of senior commanders who were available to command convoys, though none had any experience with convoy operations or anti-submarine warfare.",nd division retained halmahera garrison island escort convoy headquarters also established april provide pool senior commander available command convoy though none experience convoy operation anti submarine warfare
{B0I0-J3FW77WL-9020MTVZ},"Coolidge restored public confidence in the White House after the scandals of his predecessor's administration, and left office with considerable popularity. He appointed judges to various specialty courts as well, including Genevieve R. Cline, who became the first woman named to the Federal judiciary when Coolidge placed her on the United States Customs Court in 1928. He sent his close friend Dwight Morrow to Mexico as the American ambassador.",coolidge restored public confidence white house scandal predecessor administration left office considerable popularity appointed judge various specialty court well including genevieve cline became first woman named federal judiciary coolidge placed united state custom court sent close friend dwight morrow mexico american ambassador
{O2H6-O2SV28UR-0242PVLZ},"Prisoners were expected upon entry to make a donation to the prisoners' committee general fund-it was five shillings and sixpence when the commissioners reported to Parliament between 1815 and 1818, increased to eight shillings and sixpence by the time the anonymous witness was writing in 1833. Howard reported that 600 pots of beer were brought into the Marshalsea one Sunday from a public house, because the prisoners did not like the beer available in the taproom.",prisoner expected upon entry make donation prisoner committee general fund five shilling sixpence commissioner reported parliament increased eight shilling sixpence time anonymous witness writing howard reported pot beer brought marshalsea one sunday public house prisoner like beer available taproom
{O5X6-T0XS07ZP-9973CAHD},"The referendum showed that the communist side was met with little support; less than a third of Poland's population voted in favor of their proposed options. The perestroika and glasnost policies of the Soviet Union's new leader, Mikhail Gorbachev, were another factor in stimulating political reform in Poland. These years, while featuring many improvements in the standards of living in Poland, were marred by social unrest and economic depression. Demonstrations against the price rises broke out in the northern coastal cities of Gdansk, Gdynia, Elblag and Szczecin. The Party boss in Upper Silesia, Edward Gierek, who unlike most of the Communist leaders was a genuine product of the working class, also emerged as a possible alternative leader.",referendum showed communist side met little support less third poland population voted favor proposed option perestroika glasnost policy soviet union new leader mikhail gorbachev another factor stimulating political reform poland year featuring many improvement standard living poland marred social unrest economic depression demonstration price rise broke northern coastal city gdansk gdynia elblag szczecin party bos upper silesia edward gierek unlike communist leader genuine product working class also emerged possible alternative leader
{D9O9-J2UB61PS-3269MLFZ},"It is mainly produced as a precursor to polyvinylacetate and cellulose acetate. Acetic acid is one of the simplest carboxylic acids. At that time, Germany was producing 10,000 tons of glacial acetic acid, around 30% of which was used for the manufacture of indigo dye.",mainly produced precursor polyvinylacetate cellulose acetate acetic acid one simplest carboxylic acid time germany producing ton glacial acetic acid around used manufacture indigo dye
{X6N1-U1GT60SW-4308XWWT},"The middle layer of the Uranian atmosphere is the stratosphere, where temperature generally increases with altitude from 53 K in the tropopause to between 800 and 850 K at the base of the thermosphere. Astronomer Jerome Lalande proposed the planet be named Herschel in honour of its discoverer. Thirteen distinct rings are presently known, the brightest being the ? ring.",middle layer uranian atmosphere stratosphere temperature generally increase altitude tropopause base thermosphere astronomer jerome lalande proposed planet named herschel honour discoverer thirteen distinct ring presently known brightest ring
{C8J3-G2TP00YN-6259NXUR},"File:Elephant on House with Chimaeras.JPG|It features interesting carvings, like this elephant-head gargoyle. There is a story that all the businesses who rented a portion of the building either went bankrupt, had their funds stolen or were disbanded.",file elephant house chimaera jpg feature interesting carving like elephant head gargoyle story business rented portion building either went bankrupt fund stolen disbanded
{H2T7-M8UG52OE-2164TIRJ},"In the Descent of Man he mentioned the Fuegians and Edmonstone when arguing against ""ranking the so-called races of man as distinct species"". Marked by the belief that individuals can direct human and social evolution, many progressives came to view education as the panacea for advancing social progress and for solving such problems as urbanisation, poverty, or immigration."" from apes. A shift from voluntary arrangements to ""negative"" eugenics included compulsory sterilisation laws in the United States, copied by Nazi Germany as the basis for Nazi eugenics based on virulent racism and ""racial hygiene"".",descent man mentioned fuegians edmonstone arguing ranking called race man distinct specie marked belief individual direct human social evolution many progressive came view education panacea advancing social progress solving problem urbanisation poverty immigration ape shift voluntary arrangement negative eugenics included compulsory sterilisation law united state copied nazi germany basis nazi eugenics based virulent racism racial hygiene
{V7O6-R6CQ50IY-9327CGIL},"Job Description - Provide systems engineering expertise, special technical study leadership, and project management to support the systems development, integration, analysis, and test & evaluation of large-scale weapon systems and payloads. The Company's business is focused on four key market sectors: Federal, Infrastructure, Power, and Industrial & Commercial.We are currently seeking a Senior Software Engineer to support our office in Beavercreek, Ohio.Responsibilities:Provide high-level expert advice, assistance, guidance or counsel in support of management, technical, organizational and business improvement or investigative efforts for COMSEC and cryptographic systems contributors to the weapons systems Modernization development program. Want to be involved with a project from the ground up? Serves as an information source to users regarding data processing systems. Develop briefings on task plans, status and results, and provides technical briefings to team and MDA management/leadership, as needed.",job description provide system engineering expertise special technical study leadership project management support system development integration analysis test evaluation large scale weapon system payload company business focused four key market sector federal infrastructure power industrial commercial currently seeking senior software engineer support office beavercreek ohio responsibility provide high level expert advice assistance guidance counsel support management technical organizational business improvement investigative effort comsec cryptographic system contributor weapon system modernization development program want involved project ground serf information source user regarding data processing system develop briefing task plan status result provides technical briefing team mda management leadership needed
{P2T2-Q3GO72VL-6979DMVX},"East Germany was invited to participate with West Germany, as a unified team, but they declined. All the cross-country medals were won by Nordic countries, and Finnish skiers won eight of the twelve possible. The hills and terrain in the surrounding area met the competitive demands for an elite cross-country ski event. From 15 February until 25 February, the day of the closing ceremonies, at least one event final was held each day.",east germany invited participate west germany unified team declined cross country medal nordic country finnish skier eight twelve possible hill terrain surrounding area met competitive demand elite cross country ski event february february day closing ceremony least one event final held day
{P5T4-D1HH60TC-5302BEGH},"By contrast, while little is known about the progress of the Quraishi army from the time it left Mecca until its arrival just outside Badr, several things are worth noting: although many Arab armies brought their women and children along on campaigns both to motivate and care for the men, the Meccan army did not. However, the Muslims still hoped to avoid a pitched battle and continued to march towards Badr. However, according to Arab traditions Amr ibn Hisham quashed the remaining dissent by appealing to the Quraishi's sense of honor and demanding that they fulfill their blood vengeance. Shortly before he departed Badr, Muhammad also gave the order for over twenty of the dead Quraishis to be buried in the well at Badr.",contrast little known progress quraishi army time left mecca arrival outside badr several thing worth noting although many arab army brought woman child along campaign motivate care men meccan army however muslim still hoped avoid pitched battle continued march towards badr however according arab tradition amr ibn hisham quashed remaining dissent appealing quraishi sense honor demanding fulfill blood vengeance shortly departed badr muhammad also gave order twenty dead quraishis buried well badr
{U3J7-M5AW88SA-7401KOCC},"""Everything fizzled out"", she said. Lovers of their fellow-men can be maddening [...] The book was notable for her view that Ireland would one day be united. The book was not well-reviewed, and as was frequently the case, Manning felt slighted, feeling that she did not get the reviews she deserved.",everything fizzled said lover fellow men maddening book notable view ireland would one day united book well reviewed frequently case manning felt slighted feeling get review deserved
{S9K5-X9RR85HA-6729FNER},"Baker was born in Long Beach, California and raised in what he considered a ""stifling, Republican Southern Californian household"". His following book, however, Tim and Pete, met with hostile reviews, primarily for its advocacy of political assassination and terror tactics in combating AIDS discrimination. He also admired the punk writer Dennis Cooper. Both Boy Wonder and Fuel-Injected Dreams have been optioned for the movies several times, most recently in 2004, though they were never produced. He was only able to publish one novella, Right Wing, and that was self published on the Internet.",baker born long beach california raised considered stifling republican southern californian household following book however tim pete met hostile review primarily advocacy political assassination terror tactic combating aid discrimination also admired punk writer dennis cooper boy wonder fuel injected dream optioned movie several time recently though never produced able publish one novella right wing self published internet
{Y5B7-Q8QT23TH-8411TSQF},"While the Sunday schools were funded by subscription, that is, donations from people within the parish, the charity schools were largely funded by the Society for the Propagation of Christian Knowledge (SPCK), which had funded the first charity schools around a century earlier. Trimmer's most popular children's book, Fabulous Histories, inspired numerous children's animal stories and remained in print for over a century. While Trimmer was highly respected for her charity work during her lifetime and for her books long after her death, her reputation began to wane at the end of the nineteenth century and plummeted during the twentieth century. As early as 1989, the tollway authority had discussed implementing automatic toll collection across the entire system to relieve congestion caused by traffic stopping at mainline toll barriers. This was $12 million cheaper than the concrete box girder design option, and $50 million less than the steel plate girder design option.",sunday school funded subscription donation people within parish charity school largely funded society propagation christian knowledge spck funded first charity school around century earlier trimmer popular child book fabulous history inspired numerous child animal story remained print century trimmer highly respected charity work lifetime book long death reputation began wane end nineteenth century plummeted twentieth century early tollway authority discussed implementing automatic toll collection across entire system relieve congestion caused traffic stopping mainline toll barrier million cheaper concrete box girder design option million less steel plate girder design option
{T7Y3-T3KB40VX-8611JOEX},"The Department of Army offers excellent benefits programs some of which may include: Proven hands-on expert knowledge in 3-D graphics software development and systems integration with advanced software packages and technologies such as C/Win32, C++/MFC, OpenGL, OpenGVS, VEGA, PeopleShop, and Multigen. Located north of Washington, DC, APL is a division of one of the world's premier research universities, The Johns Hopkins University (JHU). Ensures the logical and systematic conversion of customer or product requirements into total systems solutions that acknowledge technical, schedule, and cost constraints. For the ND-4 (journeyman) level: A bachelors or advanced degree as described above and one year of specialized professional engineering experience at the intermediate level is required.",department army offer excellent benefit program may include proven hand expert knowledge graphic software development system integration advanced software package technology win mfc opengl opengvs vega peopleshop multigen located north washington dc apl division one world premier research university john hopkins university jhu ensures logical systematic conversion customer product requirement total system solution acknowledge technical schedule cost constraint nd journeyman level bachelor advanced degree described one year specialized professional engineering experience intermediate level required
{V8F3-J9VA51RX-0246KCNT},"The target on reducing congestion for Greater London overall will not be met, the report said. TfL report that emissions may not necessarily feed through into improvements in air quality and that vehicle emissions are only one contributor to total emissions of a particular pollutant along with weather conditions and industrial use. The highest point in Karnataka is the Mullayanagiri hills in Chickmagalur district which has an altitude of {convert|1929|m|ft|0}. Kannada is the most widely spoken and official language of the state.",target reducing congestion greater london overall met report said tfl report emission may necessarily feed improvement air quality vehicle emission one contributor total emission particular pollutant along weather condition industrial use highest point karnataka mullayanagiri hill chickmagalur district altitude convert ft kannada widely spoken official language state
{X0G6-K7GW03NB-0147OJQS},"Williston, who had just wearily arrived in Kansas after the collapse of the Morrison mine, was quickly dispatched to Como Bluff by Marsh. Despite Marsh's precautions against alerting his rival to Como Bluff's rich bone beds, word of the discoveries rapidly spread.",williston wearily arrived kansa collapse morrison mine quickly dispatched como bluff marsh despite marsh precaution alerting rival como bluff rich bone bed word discovery rapidly spread
{H2P2-R5CM68DW-7127AMHO},"In later life, he considered himself to belong to the capital city of Chang'an, ancestral hometown of the Du family. In this period a comprehensive re-evaluation of earlier poets took place, in which Wang Wei, Li Bai and Du Fu came to be regarded as representing respectively the Buddhist, Daoist and Confucian strands of Chinese culture. In 760, he arrived in Chengdu (Sichuan province), where he was hosted by local Prefect and fellow poet Pei Di.",later life considered belong capital city chang ancestral hometown du family period comprehensive evaluation earlier poet took place wang wei li bai du fu came regarded representing respectively buddhist daoist confucian strand chinese culture arrived chengdu sichuan province hosted local prefect fellow poet pei di
{T8O1-L8XO98CH-3114OQXZ},A relative absence of wallows near rivers in the range of the Sumatran Rhinoceros indicates that they may occasionally bathe in rivers in lieu of wallowing. The wallowing behaviour helps the rhino maintain its body temperature and protect its skin from ectoparasites and other insects.,relative absence wallow near river range sumatran rhinoceros indicates may occasionally bathe river lieu wallowing wallowing behaviour help rhino maintain body temperature protect skin ectoparasite insect
{Z6X8-L4XG55GI-7147DKHO},"Sackville ran up high debts through gambling and extravagant spending; the house (then still called ""The Lordship House"") was leased to Thomas Peniston. Henry Hare was a leading antiquary, residing only briefly at Bruce Castle between lengthy tours of Europe.",sackville ran high debt gambling extravagant spending house still called lordship house leased thomas peniston henry hare leading antiquary residing briefly bruce castle lengthy tour europe
{I9I4-K3UG29GI-2504GEPV},"The Laboratory has been a major asset to the nation since it was organized to develop a critical World War II technology in 1942. Monitor and evaluate the progress of applied research and advanced development requiring the application of new techniques or methods. Coordinate efforts with other personnel engaged in related fields of study and application to reduce the possibility of program duplication and maximize benefits. Ability to prioritize product generation needs across multiple internal MDSET customers. Apply systems engineering expertise focusing on requirements generation, concept/technology development, risk assessments and test and evaluation of emerging missile systems and alternate payloads for SSBN/SSGN.",laboratory major asset nation since organized develop critical world war ii technology monitor evaluate progress applied research advanced development requiring application new technique method coordinate effort personnel engaged related field study application reduce possibility program duplication maximize benefit ability prioritize product generation need across multiple internal mdset customer apply system engineering expertise focusing requirement generation concept technology development risk assessment test evaluation emerging missile system alternate payload ssbn ssgn
{O5Q5-C3AF91VW-4552XQMN},"Banding features continued to increase as the hurricane moved west-northwestward around the southwest periphery of a mid- to upper-level ridge over northern Mexico. Damage totaled about $100,000 (2006 USD) in the El Paso area from the precipitation. Five people were killed, and damage in Mexico amounted to $663 million (2006 MXN, $60.8 million 2006 USD).",banding feature continued increase hurricane moved west northwestward around southwest periphery mid upper level ridge northern mexico damage totaled usd el paso area precipitation five people killed damage mexico amounted million mxn million usd
{H8Q0-L9ZO17OD-1927WNSJ},"The fast flowing but narrow River Wandle at Wandsworth was well-situated for driving watermills, leading to the rapid spread of industry in the area during the 19th century. Wandsworth Bridge and Albert Bridge were authorised on the same day, and were the last private tollbridges authorised in London. In 1864, it was expected that the newly formed Hammersmith and City Railway would build its western terminus on the north bank of the river between Chelsea and Fulham. The steel panels cladding the bridge were painted in varying shades of blue to camouflage it from German and Italian air raids, a colour scheme it retains today.",fast flowing narrow river wandle wandsworth well situated driving watermills leading rapid spread industry area th century wandsworth bridge albert bridge authorised day last private tollbridges authorised london expected newly formed hammersmith city railway would build western terminus north bank river chelsea fulham steel panel cladding bridge painted varying shade blue camouflage german italian air raid colour scheme retains today
{B2V8-E7BH97ZX-7040KGMH},"Each specialty has a lab for students to develop concepts and practice technique, and students work side-by-side with professional trades people in their chosen field. The park faces Cincinnati Music Hall, home to the Cincinnati Symphony Orchestra, Cincinnati Opera, Cincinnati May Festival, and the Cincinnati Pops Orchestra.",specialty lab student develop concept practice technique student work side side professional trade people chosen field park face cincinnati music hall home cincinnati symphony orchestra cincinnati opera cincinnati may festival cincinnati pop orchestra
{D3O3-T1QG87GF-4566UFFF},"Von Reuter believed that the British intended to seize the German ships on 21 June, which was the deadline for Germany to have signed the peace treaty. During the subsequent mutiny, Konig{'}s captain was wounded three times, and both her first officer and adjutant were killed. In an attempt to mitigate the predicament, Konig turned to port and laid a smokescreen between the German and British lines. This was different from conventional travel literature of the time, insofar as it present more than a mere collection of data - it also demonstrated coherent, colourful and reliable ethnographical facts that resulted from detailed and sympathetic observation. He worked in Russia, England, Poland and in several German countries of his times.",von reuter believed british intended seize german ship june deadline germany signed peace treaty subsequent mutiny konig captain wounded three time first officer adjutant killed attempt mitigate predicament konig turned port laid smokescreen german british line different conventional travel literature time insofar present mere collection data also demonstrated coherent colourful reliable ethnographical fact resulted detailed sympathetic observation worked russia england poland several german country time
{M8I1-Y7OI38WG-6705PQQB},"In his first article he wrote: The national uprisings in Flanders and Brabant and of course the revolution in France sparked his curiosity. {Note_label|F|VI|none} Darwin did not share the then common view that other races are inferior, and said of his taxidermy tutor John Edmonstone, a freed black slave, ""I used often to sit with him, for he was a very pleasant and intelligent man"". In the Descent of Man he mentioned the Fuegians and Edmonstone when arguing against ""ranking the so-called races of man as distinct species"".",first article wrote national uprising flanders brabant course revolution france sparked curiosity note_label vi none darwin share common view race inferior said taxidermy tutor john edmonstone freed black slave used often sit pleasant intelligent man descent man mentioned fuegians edmonstone arguing ranking called race man distinct specie
{J3D9-S6WH22JT-6940MRHL},"Colonel Timothy Bedel and Lieutenant Isaac Butterfield, leaders of the American force at The Cedars, were court-martialed and cashiered from the Continental Army for their roles in the affair. News of the affair included greatly inflated reports of casualties, and often included graphic but false accounts of atrocities committed by the Iroquois that made up the majority of the British forces. In November 2007 and weighing over 90 kg (198 lb), Knut was deemed too dangerous for close handling and his interaction with human handlers was further diminished. Approximately 600 to 700 zoo visitors witnessed Knut's death.",colonel timothy bedel lieutenant isaac butterfield leader american force cedar court martialed cashiered continental army role affair news affair included greatly inflated report casualty often included graphic false account atrocity committed iroquois made majority british force november weighing kg lb knut deemed dangerous close handling interaction human handler diminished approximately zoo visitor witnessed knut death
{W4A4-N1IS44DS-5327ROKX},"Two species, T. horridus and T. prorsus, are considered valid although many other species have been named. John Scannella and Jack Horner regarded it as an intermediate growth stage between Triceratops and Torosaurus.",two specie horridus prorsus considered valid although many specie named john scannella jack horner regarded intermediate growth stage triceratops torosaurus
{F7D5-S8QF18RS-7020OLFR},"Although clippers often originate over the northern Pacific Ocean, they lose most of their moisture through orographic lift when they collide with the Canadian Rockies. Snow is the main form of winter precipitation, but freezing rain, sleet, and occasionally rain are all possible during the winter months.",although clipper often originate northern pacific ocean lose moisture orographic lift collide canadian rockies snow main form winter precipitation freezing rain sleet occasionally rain possible winter month
{V9D7-R1CS99EQ-7677OFWI},"Six minutes later Beatty spotted what he thought was a submarine periscope on the starboard bow and ordered an immediate 90? turn to port to avoid the submarine, although he failed to hoist the 'Submarine Warning' flag because most of Lion{'}s signal halyards had been shot away. The two guns mounted above the forward group of casemates were given gun shields during 1913-14 to better protect the gun crews from weather and enemy action. By early 1918 Lion carried a Sopwith Pup and a Sopwith 1? Strutter on flying-off ramps fitted on top of 'Q' and 'X' turrets. The German Navy had decided on a strategy of bombarding British towns on the North Sea coast to draw out the Royal Navy and destroy elements of it in detail. Lion was significantly larger than her predecessors of the {sclass|Indefatigable|battlecruiser|4}.",six minute later beatty spotted thought submarine periscope starboard bow ordered immediate turn port avoid submarine although failed hoist submarine warning flag lion signal halyard shot away two gun mounted forward group casemates given gun shield better protect gun crew weather enemy action early lion carried sopwith pup sopwith strutter flying ramp fitted top turret german navy decided strategy bombarding british town north sea coast draw royal navy destroy element detail lion significantly larger predecessor sclass indefatigable battlecruiser
{R1N7-W5KM21GG-3745KRBW},"All work in the sub-camps of Mauthausen stopped and the inmates focused on preparations for their liberation - or defence of the camps against a possible assault by the SS divisions concentrated in the area. In January 1944, similar tunnels were also built beneath the village of Sankt Georgen by the inmates of Gusen II sub-camp (code-named Bergkristall). It is one of the few battles specifically mentioned in the Quran. Now he gave the order to charge, throwing a handful of pebbles at the Meccans in what was probably a traditional Arabian gesture while yelling ""Defaced be those faces!""",work sub camp mauthausen stopped inmate focused preparation liberation defence camp possible assault s division concentrated area january similar tunnel also built beneath village sankt georgen inmate gusen ii sub camp code named bergkristall one battle specifically mentioned quran gave order charge throwing handful pebble meccans probably traditional arabian gesture yelling defaced face
{O1M1-X7EY81KL-9154FFBH},"Californium-252 is a very strong neutron emitter, which makes it extremely radioactive and harmful. The isotopes of californium range in mass number from 237 to 256. Most of these applications exploit the property of certain isotopes of californium to emit neutrons. This proposal would connect the Salt Lake City area with Denver. Both of these were transferred to State Route 4, which was the state legislative designation for all of I-70 in Utah, in 1962.",californium strong neutron emitter make extremely radioactive harmful isotope californium range mass number application exploit property certain isotope californium emit neutron proposal would connect salt lake city area denver transferred state route state legislative designation utah
{X6N5-H0IT94MU-9795TTWB},"The submarine's captain-Commander Tommy Dykers-attempted to maneuver into a position to attack the convoy but lost contact when he was forced to evade a Japanese submarine. The escort force was the newly established 6th Escort Convoy Command and included Kajiokia's flagship, the coal burning minelayer {Ship|Japanese minelayer|Shirataka||2}, as well as destroyers {Ship|Japanese destroyer|Asakaze|1922|2}, {Ship|Japanese destroyer|Shiratsuyu||2} and {Ship|Japanese destroyer|Fujinami||2}, frigate {Ship|Japanese frigate|Kurahashi||2}, ocean escort ships ('kaibokan') CD-20 and CD-22, minesweeper W-2, subchasers CH-37 and CH-38 and gunboats Uji, Ataka and Tama Maru No. 7. He reached a firing position four hours later and fired six torpedoes at two transports. The attacks on the Take Ichi convoy blunted the 32nd and 35th Divisions' fighting power.",submarine captain commander tommy dykers attempted maneuver position attack convoy lost contact forced evade japanese submarine escort force newly established th escort convoy command included kajiokia flagship coal burning minelayer ship japanese minelayer shirataka well destroyer ship japanese destroyer asakaze ship japanese destroyer shiratsuyu ship japanese destroyer fujinami frigate ship japanese frigate kurahashi ocean escort ship kaibokan cd cd minesweeper subchasers ch ch gunboat uji ataka tama maru reached firing position four hour later fired six torpedo two transport attack take ichi convoy blunted nd th division fighting power
{O2M5-A1XC90HM-6395BQGS},"On 28 November Napoleon met with his marshals at Imperial Headquarters who informed him of their qualms about the forthcoming battle. He quickly contacted the Austrian Emperor and his courtiers to discuss planning and logistical matters. Eventually, the soldiers realized she did not understand them, pointed to the horses outside, and even started chewing to give her a clue, which she finally got, giving the soldiers the oats they wanted. Napoleon's plan envisioned that the Allies would throw so many troops to envelop his right flank in order to cut the French's communication line from Vienna.",november napoleon met marshal imperial headquarters informed qualm forthcoming battle quickly contacted austrian emperor courtier discus planning logistical matter eventually soldier realized understand pointed horse outside even started chewing give clue finally got giving soldier oat wanted napoleon plan envisioned ally would throw many troop envelop right flank order cut french communication line vienna
{P4T2-C1HO94JV-9005KMBF},In Malaya it was said that the rhino's horn was hollow and could be used as a sort of hose for breathing air and squirting water. The known population on Borneo lives in Sabah.,malaya said rhino horn hollow could used sort hose breathing air squirting water known population borneo life sabah
{G3S6-D9NN53UF-9217AMNV},"In January 2007, the church and its surroundings were used as locations in the filming of an episode of EastEnders, broadcast in the United Kingdom over the Easter 2007 holiday season. In the late 18th century Hasted commented: ""Being exposed to the northern aspect, it lies very bleak and cold.""",january church surroundings used location filming episode eastenders broadcast united kingdom easter holiday season late th century hasted commented exposed northern aspect lie bleak cold
{Q3K7-F1VT01FW-7209EZFL},"In particular, it stated, {quote|One of the most disturbing aspects of the Majority Report is that it suggests, on the basis of inconclusive evidence, that certain named individuals were spies or foreign agents. The Democrats on the Senate committee published a minority report dissenting with most of the conclusions of the final report, stating the evidence ""does not support the conclusion that the China plan was aimed at, or affected, the 1996 presidential election."" The next ball would seem identical, but for a subtle change in the position of a fielder, resulting in a catch and the comment, ""That first ball was to give you confidence, son. In 1912, Trott took the side of the ""Big Six"", the Australian cricketers opposed to the newly formed Australian Board of Control for International Cricket's attempt to wrest control of touring Australian sides from the players.",particular stated quote one disturbing aspect majority report suggests basis inconclusive evidence certain named individual spy foreign agent democrat senate committee published minority report dissenting conclusion final report stating evidence support conclusion china plan aimed affected presidential election next ball would seem identical subtle change position fielder resulting catch comment first ball give confidence son trott took side big six australian cricketer opposed newly formed australian board control international cricket attempt wrest control touring australian side player
{G9Z4-W6QT20XQ-0693SOUT},"The extension is dependent on some club options and performance triggers. He relied mainly on players from California, whom he believed to be less physically aggressive but more creative and attacking. UCLA then won the 1985 NCAA Division I championship by defeating American University 1-0 after eight periods of overtime.",extension dependent club option performance trigger relied mainly player california believed less physically aggressive creative attacking ucla ncaa division championship defeating american university eight period overtime
{O1A0-D8MB65XF-5734UXPQ},"Moore had initially believed that original characters would not provide emotional resonance for the readers, but later changed his mind. Gibbons agreed that the echoing of the EC-style layouts ""was a very deliberate thing"", although his inspiration was rather Harvey Kurtzman, but it was altered enough to give the series a unique look. He hopes this will unite the nations against a perceived common enemy. Rather, it sends a wave of disruption back through superhero history ... devalue[ing] one of the basic superhero conventions by placing his masked crime fighters in a realistic world"". Len Wein joined the project as its editor, while Giordano stayed on to oversee it.",moore initially believed original character would provide emotional resonance reader later changed mind gibbon agreed echoing ec style layout deliberate thing although inspiration rather harvey kurtzman altered enough give series unique look hope unite nation perceived common enemy rather sends wave disruption back superhero history devalue ing one basic superhero convention placing masked crime fighter realistic world len wein joined project editor giordano stayed oversee
{U9O5-G2EJ65DZ-2105FUIR},"As with most games in the series, the three primary means of travel across the overworld are by foot, chocobo, and airship. Later in the game, visiting certain towns will activate side-quests.",game series three primary mean travel across overworld foot chocobo airship later game visiting certain town activate side quest
