User,numAttachmentDay,numAttachmentNight,numSendDay,numSendNight,numRecievedDay,numRecievedNight,numEmailSentwithAttachDay,numEmailSentwithAttachNight,numEmailRecievedwithAttachDay,numEmailRecievedwithAttachNight,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
CXM1821,753,609,813,742,1543,1339,90,85,327,237,895,890,569,547
CYO1575,221,169,79,51,125,96,56,45,42,29,174,144,92,97
CZB3718,1006,468,1266,544,2366,1076,0,0,493,230,934,543,508,305
CZT2970,624,71,326,49,589,76,99,11,182,22,573,101,347,60
DAB0166,1169,128,971,114,1760,236,210,31,398,45,1115,234,690,142
DAB2580,985,346,894,331,1637,640,96,32,385,143,983,479,545,281
DAB3255,121,14,74,12,116,19,29,5,31,6,161,50,109,27
DAD1785,160,38,104,38,171,64,35,11,48,12,120,62,74,33
DAD2620,769,113,900,200,1696,330,111,22,304,49,600,178,393,109
DAE1437,1292,869,844,593,1529,1138,292,192,354,242,668,553,455,331
DAF3096,301,68,246,62,454,113,46,13,112,28,260,100,161,59
DAH2506,470,148,461,190,909,380,49,22,170,55,387,200,242,121
DAH3324,181,57,91,30,174,47,42,15,64,19,245,110,147,69
DAH3331,88,51,90,32,167,60,0,0,54,26,266,111,177,62
DAL1943,773,161,818,240,1653,413,0,0,362,81,1069,410,641,239
DAM0096,1623,814,1417,671,2587,1257,174,60,701,364,1309,812,785,431
DAM2705,1497,186,951,106,1834,193,438,54,400,47,823,136,458,73
DAM2837,163,54,95,28,164,63,21,6,50,22,257,111,177,76
DAM2954,1898,368,1509,286,2828,552,307,63,652,107,1230,310,780,188
DAM3359,1118,364,1320,474,2570,822,0,0,566,187,1106,484,693,309
DAM3691,244,21,117,9,209,13,53,5,68,4,296,44,199,29
DAR0388,1324,417,1056,297,1925,533,345,98,356,129,705,337,433,188
DAR0709,838,573,909,619,1575,1112,107,73,350,232,688,552,418,321
DAR3637,214,81,74,43,151,75,40,19,55,22,222,137,130,102
DAS1955,239,90,278,131,631,236,0,0,117,47,382,191,227,105
DAS3775,2182,694,1351,452,2572,885,446,155,614,191,849,417,517,236
DAT1981,663,81,430,54,895,74,158,26,170,15,452,77,292,45
DBB3846,1233,591,718,376,1400,656,333,169,287,123,642,341,417,207
DBC1073,914,203,922,197,1666,354,232,50,258,49,772,221,509,122
DBC1152,1448,260,895,182,1719,332,213,42,546,101,860,218,571,136
DBC3871,1256,579,852,355,1574,654,303,132,425,188,543,296,328,155
DBF3582,1092,768,694,511,1364,904,304,239,294,185,638,471,410,301
DBF3635,259,129,91,48,150,102,64,31,67,42,196,148,112,89
DBG0477,872,239,986,222,1884,372,109,27,319,85,656,199,416,117
DBG3320,88,26,100,27,160,58,0,0,57,17,237,110,134,56
DBG3727,966,479,1232,608,2284,1132,0,0,481,242,1043,604,631,362
DBH1596,2931,736,1444,333,2705,695,639,146,757,203,926,311,558,182
DBL2605,701,229,814,284,1540,490,0,0,378,118,786,312,489,192
DBR1558,76,41,22,17,44,16,19,17,20,5,61,50,42,33
DBR1798,689,294,826,289,1479,539,89,24,286,131,887,412,583,261
DBS0880,285,69,103,21,195,33,42,14,84,16,270,63,176,36
DBS1363,887,353,757,338,1367,656,182,79,242,111,869,505,533,287
DBT0141,856,398,796,300,1460,588,280,113,212,104,774,316,469,176
DBV2736,1105,521,748,369,1339,697,195,80,392,184,702,487,446,311
DBW3679,212,88,84,35,157,70,43,20,46,22,203,116,132,62
DCB0401,2970,880,1673,509,3162,898,545,165,936,266,1273,477,793,297
DCB3597,521,93,608,82,1143,160,0,0,273,47,549,119,331,64
DCC1431,1067,408,764,343,1470,557,176,80,387,140,740,307,457,191
DCC2999,2524,754,1588,499,2945,953,498,166,835,255,1179,582,713,337
DCC3689,173,9,122,6,208,13,23,0,79,6,294,42,188,31
DCF2185,141,29,101,29,169,49,0,0,56,11,271,104,173,63
DCG2203,63,35,89,40,149,73,0,0,40,20,196,112,127,63
DCM3288,143,87,80,39,160,72,36,18,47,22,225,144,152,94
DCM3596,1489,927,1074,633,1981,1176,360,234,409,222,805,561,502,343
DCR1531,118,26,93,24,173,53,18,4,48,15,230,98,142,70
DCW0174,1023,246,1775,415,3235,770,0,0,543,134,1590,506,934,303
DCW1901,386,64,301,63,558,132,86,15,119,18,388,150,220,89
DCW2405,1178,336,947,301,1673,522,107,35,488,140,738,287,459,168
DDC0980,602,227,290,84,514,161,149,49,162,61,360,177,200,102
DDF2937,1108,179,1396,256,2536,509,0,0,585,109,1032,290,679,165
DDG0528,1963,285,932,152,1752,274,444,62,616,96,850,274,482,146
DDG1703,244,100,244,113,464,231,0,0,133,54,395,280,233,152
DDG1822,561,184,826,250,1537,484,0,0,292,97,919,397,579,250
DDH1041,1805,678,1213,468,2336,849,517,207,423,156,998,404,649,253
DDL3007,1854,925,1428,718,2631,1399,308,165,675,350,1136,729,667,450
DDS3149,603,102,937,148,1743,291,0,0,318,52,778,182,504,107
DDW3361,1039,355,1357,486,2539,889,0,0,581,195,1095,451,677,271
DEF0998,3032,334,1955,217,3688,356,806,102,825,78,1909,396,1142,230
DEL0913,1878,337,1534,288,2876,515,319,53,711,120,1203,331,737,187
DEN0236,1095,293,862,223,1621,441,195,53,376,108,943,341,581,217
DEP0163,1196,537,752,354,1342,654,266,120,400,177,557,300,325,174
DER0400,3163,980,1648,541,3103,1019,716,241,810,274,1170,496,708,300
DER2162,255,41,99,23,190,34,71,15,71,9,195,74,123,51
DEY2638,951,238,899,200,1693,342,100,22,358,82,866,252,534,141
DFC2060,777,508,905,601,1686,1126,92,86,284,178,852,648,521,402
DFC3287,224,105,84,43,155,65,68,34,45,17,205,148,123,88
DFH1681,191,108,262,97,441,245,0,0,106,69,422,261,264,153
DFM2933,708,150,300,58,566,109,153,30,196,35,429,156,245,82
DFP3615,284,79,96,31,178,40,58,21,75,16,195,84,123,45
DFW1467,1216,264,922,170,1717,296,304,67,352,55,973,252,585,134
DGE3194,508,131,604,166,1196,281,0,0,253,58,628,190,381,103
DGG3429,1693,289,1551,240,2836,452,146,18,759,123,1181,248,713,144
DGH3295,94,37,79,41,158,69,0,0,47,19,237,140,157,86
DGN3358,1875,666,1332,466,2544,880,435,151,616,213,835,399,513,233
DGQ3744,316,88,279,86,489,189,36,10,124,41,449,221,260,134
DGS1079,946,152,947,161,1716,301,111,22,395,68,845,237,520,136
DHB2364,262,131,284,72,493,190,0,0,145,59,448,208,257,127
DHC1989,557,189,762,334,1429,599,0,0,282,108,752,354,489,242
DHG0533,1652,247,914,144,1749,260,398,60,557,78,916,237,555,124
DHG0962,2774,183,1772,140,3415,213,581,50,877,49,1061,168,684,109
DHG1830,1198,511,764,327,1492,565,264,123,393,147,559,282,343,153
DHK0367,1218,198,1010,174,1940,332,334,58,306,40,839,228,526,142
DHL2219,167,85,76,45,156,72,49,27,40,21,183,119,110,74
DHM1476,1240,233,900,161,1754,314,210,39,450,75,905,237,565,135
DHR2541,444,258,234,137,420,258,127,72,110,68,273,204,175,123
DHS2419,2065,679,1328,436,2326,895,443,153,623,216,814,385,471,206
DIA0731,217,57,263,95,522,163,0,0,123,41,407,208,254,134
DIP3310,230,80,92,34,174,46,71,30,45,12,251,102,162,65
DIR3921,199,50,102,24,180,46,42,13,66,18,251,102,164,58
DIW1749,2617,421,1463,255,2673,475,619,115,655,113,1028,237,631,130
DJA0740,1583,747,850,442,1636,842,293,157,469,218,759,512,439,312
DJB1236,565,172,417,142,800,275,139,51,183,53,486,176,313,108
DJB2983,320,47,206,38,374,54,54,9,107,16,358,111,218,59
DJC0073,1204,466,1262,412,2300,859,0,0,633,253,1348,673,866,427
DJF0760,1573,220,925,162,1741,276,413,73,417,60,999,300,627,191
DJF2329,1892,742,1327,485,2477,942,412,163,543,197,1025,499,636,308
DJF2576,932,238,815,274,1545,489,92,26,381,103,1047,447,644,268
DJF3394,655,195,269,81,526,177,135,38,171,55,362,197,208,124
DJH0971,467,99,297,76,565,106,124,32,154,29,472,167,293,101
DJH1506,186,27,105,25,167,49,18,4,51,8,207,108,129,66
DJP2420,776,255,630,228,1294,387,135,52,268,84,561,203,346,124
DJP3230,621,303,769,313,1397,641,0,0,365,160,683,370,458,239
DJR2389,1504,287,1923,363,3418,639,177,30,634,121,1776,517,1017,280
DJS1127,1726,692,966,380,1837,698,340,126,498,208,710,380,424,226
DJS1271,1027,246,898,214,1644,372,202,48,352,72,628,195,349,107
DKB0260,692,298,763,335,1471,563,69,40,277,113,742,389,472,250
DKD2409,1133,322,803,247,1457,502,282,78,308,100,608,264,368,153
DKE0797,1002,330,820,275,1529,519,193,61,271,99,789,288,510,174
DKF2721,1112,347,853,240,1539,469,206,62,344,108,857,313,534,192
DKM2980,454,70,326,35,593,96,103,10,142,25,483,135,297,75
DKP0671,1601,252,929,154,1784,274,447,65,355,56,913,209,560,106
DKR0027,365,175,915,459,1655,845,0,0,201,93,623,372,378,231
DKR0860,284,59,106,21,199,42,77,12,70,11,245,97,182,75
DKS1509,101,27,105,16,186,37,0,0,55,14,290,92,185,54
DKW1659,2167,798,1269,529,2365,1050,547,227,479,173,1030,566,597,326
DLC2903,1268,212,1548,272,2825,562,0,0,660,120,1186,319,682,169
DLG2673,793,174,885,169,1697,343,106,16,344,74,760,223,465,142
DLM0608,397,88,310,62,568,105,79,16,131,32,534,178,305,101
DLM1680,613,260,237,127,467,204,137,69,165,58,326,184,182,99
DLM2440,1353,281,1128,206,2031,429,277,43,402,83,1052,339,598,179
DLM2826,181,80,97,27,164,57,53,11,53,21,221,85,145,63
DLP1445,765,105,910,173,1720,317,107,20,260,45,853,231,490,123
DLR1423,831,281,809,277,1547,519,0,0,412,146,799,357,468,195
DLW2729,913,472,673,348,1310,610,154,96,315,155,609,320,364,184
DMA3455,440,104,303,61,563,102,97,22,112,25,498,156,278,83
DMB1429,1347,373,844,264,1484,497,299,88,397,132,809,331,503,203
DMB2533,842,151,903,183,1650,363,0,0,434,80,863,244,557,148
DMC1438,1345,495,766,310,1492,565,356,140,329,118,768,330,484,211
DMC1766,1250,131,1184,135,2247,262,146,15,530,53,1085,197,649,100
DMD0486,495,81,310,48,571,115,98,14,159,35,465,164,299,100
DMG1298,603,112,867,199,1758,311,0,0,334,61,826,206,512,116
DMH0011,3816,3054,2481,1945,4554,3590,783,641,1258,995,1476,1328,818,728
DMH1232,1503,642,897,329,1638,583,308,121,464,174,791,361,514,238
DMJ1815,855,362,826,274,1480,541,86,29,363,142,1002,459,604,257
DMM2063,283,85,364,126,696,211,0,0,143,43,540,218,346,134
DMR0336,116,23,107,14,195,35,0,0,63,13,244,74,138,47
DMR2518,925,161,903,160,1774,295,0,0,478,85,914,214,533,119
DMS1977,1305,489,627,257,1240,478,287,118,424,149,508,255,289,147
DMS3400,430,134,270,92,506,171,83,30,149,49,455,183,290,101
DMW2128,1406,297,890,198,1626,388,314,62,450,84,642,230,381,123
DNB1999,541,363,718,365,1356,711,69,40,212,135,568,361,358,228
DNB2574,732,234,826,275,1503,539,100,31,268,100,799,375,517,254
DNB3545,397,85,276,54,523,118,102,22,98,24,323,95,203,50
DND3309,138,49,77,35,166,69,14,8,58,21,220,120,135,76
DNH0308,252,31,108,16,197,24,62,10,64,7,276,69,177,44
DNM0275,997,403,769,376,1492,631,97,34,422,186,769,381,504,210
DNM2823,232,62,88,30,169,58,55,22,73,15,203,111,129,65
DNM3903,1129,300,816,276,1549,490,198,69,345,89,736,281,459,154
DNN0488,776,242,797,285,1474,561,0,0,387,129,928,438,567,263
DNS1758,1741,507,1148,357,2186,730,408,128,489,149,884,347,520,204
DNS1768,973,171,1126,197,2097,382,123,22,380,69,832,205,520,123
DNV1964,922,490,843,406,1545,708,82,55,374,189,737,429,423,245
DOB2696,1257,141,1001,84,1856,194,253,19,420,46,890,146,549,72
DOC1734,471,82,289,58,585,121,0,0,221,49,469,180,281,105
DOM0586,101,65,124,30,188,87,10,2,41,28,174,107,96,64
DOS1990,1127,533,777,350,1332,670,280,119,329,182,555,355,342,202
DOT1898,880,158,799,153,1486,322,107,20,373,73,844,264,494,150
DOW1266,730,176,915,180,1655,356,0,0,383,87,771,243,492,135
DPC3722,1825,815,1217,591,2286,1080,523,257,454,210,951,540,555,309
DPF3215,845,391,742,351,1337,670,177,84,290,131,641,342,383,200
DPF3360,112,40,113,56,242,96,0,0,55,25,191,116,101,61
DPM2971,42,24,27,7,35,25,14,3,10,9,72,45,41,33
DQS0752,674,174,882,215,1655,380,0,0,362,88,784,252,486,149
DRB0202,1482,936,819,516,1555,1003,367,229,412,246,857,593,508,358
DRB0756,687,140,938,176,1696,356,0,0,350,67,1083,341,696,196
DRB1780,537,265,711,368,1373,685,0,0,286,144,682,412,412,225
DRC2296,682,155,308,65,536,122,133,30,174,41,385,134,246,77
DRD0097,2372,732,1623,580,3009,1034,356,120,877,263,1596,743,962,432
DRF1498,291,124,100,51,204,74,66,40,91,32,227,127,145,85
DRF3306,190,68,95,31,169,56,45,15,38,15,246,110,154,81
DRF3992,264,41,106,15,180,38,52,9,70,13,252,76,144,40
DRH3557,1232,470,826,273,1517,529,272,108,419,158,815,356,503,230
DRJ0794,821,345,806,293,1563,472,159,61,241,93,808,311,521,195
DRK3644,124,64,59,31,105,47,21,20,43,14,193,105,112,69
DRM2927,216,44,311,62,571,94,0,0,129,22,505,155,308,81
DRN0782,547,263,741,340,1349,712,0,0,270,139,663,391,403,232
DRS0032,803,360,758,335,1405,635,91,41,331,153,647,337,424,211
DRW1207,901,450,727,336,1415,644,173,80,318,152,615,359,407,197
DSA3620,218,51,96,23,182,46,71,16,52,12,250,94,158,61
DSB0245,1528,486,994,328,1908,565,309,113,527,157,991,442,585,263
DSB0307,121,10,107,15,201,26,0,0,59,4,307,68,181,46
DSB2463,1107,211,874,200,1731,330,202,44,390,69,1034,311,644,193
DSB2734,1278,603,720,356,1399,647,169,76,409,213,729,392,443,228
DSC2208,79,41,89,41,151,70,0,0,45,20,191,127,120,70
DSD1293,1235,235,944,145,1727,307,228,36,423,84,850,200,528,125
DSF2557,946,325,833,277,1492,521,159,70,342,99,685,322,427,171
DSJ1384,1814,450,854,223,1622,357,409,108,507,100,825,244,514,136
DSM1286,1791,380,1010,214,1880,380,472,96,571,114,662,230,443,135
DSM2400,365,55,304,59,576,107,0,0,191,31,550,199,341,114
DSM3954,167,25,98,30,179,38,22,8,55,6,257,85,157,63
DSN3186,1012,331,852,266,1490,516,193,63,336,123,717,276,415,163
DSR3787,1254,390,1349,461,2546,835,147,50,486,138,1113,500,643,271
DTA2223,322,74,103,21,179,40,85,14,55,17,263,90,164,45
DTC2566,1280,378,788,259,1506,574,339,95,332,109,691,316,429,180
DTG1294,1104,213,921,180,1704,318,338,55,290,46,835,200,521,113
DTH1333,1019,203,723,118,1356,244,240,42,351,73,628,178,356,95
DTL2891,1503,314,1350,280,2620,543,172,26,600,112,1159,330,687,184
DTT1716,2018,455,1432,283,2621,571,310,52,729,152,1416,472,889,305
DTU3804,228,118,293,145,512,273,43,14,83,46,317,224,195,147
DTW1276,1108,221,925,171,1756,281,209,45,343,61,871,200,536,124
DTW3549,1070,217,931,157,1706,339,204,37,348,74,831,215,496,110
DWB0238,922,185,955,215,1766,398,118,23,363,95,812,241,520,143
DWB0865,134,18,103,20,190,36,0,0,65,11,287,89,159,54
DWB3085,1414,438,820,281,1532,515,376,124,372,114,787,315,489,186
DWB3415,1344,329,1461,347,2787,649,0,0,756,176,1188,358,731,214
DWC2994,973,534,1103,616,2094,1080,0,0,518,268,1051,652,615,402
DWD2621,1208,330,883,214,1626,422,308,75,334,92,809,254,476,137
DWF2268,1675,585,1345,475,2545,868,153,61,663,240,1108,454,726,259
DWK2099,1129,209,1084,189,1905,325,122,23,467,87,951,233,589,122
DWY3973,202,159,67,50,150,84,56,43,52,39,227,158,151,86
DXM2433,841,174,1074,211,2101,397,120,30,347,71,1005,263,589,136
DYH0315,952,362,769,323,1406,648,100,25,378,161,755,428,495,272
DZG0889,243,50,103,24,179,43,75,16,72,19,224,90,138,59
DZW0126,1062,332,813,275,1552,503,204,65,321,103,820,351,488,207
EAB2522,1549,254,938,160,1787,265,431,79,440,51,887,222,569,138
EAH1653,1094,505,1196,635,2332,1065,131,65,437,206,1006,548,638,340
EAH2882,2740,439,1570,244,2903,491,674,103,650,108,1247,315,766,198
EAH3107,787,163,929,166,1710,318,113,22,298,54,658,200,405,106
EAH3550,1125,195,927,146,1689,330,233,34,347,63,816,190,529,107
EAL3873,1053,775,614,440,1178,783,209,164,320,229,498,365,288,215
EAM1432,1318,533,803,284,1442,585,374,119,361,159,739,382,452,222
EAM3642,87,68,88,38,154,70,0,0,51,30,237,158,153,103
EAP1555,110,62,85,47,127,88,0,0,53,33,214,145,115,93
EBC3242,932,400,743,355,1341,687,190,85,314,142,593,334,345,180
EBD2562,1318,367,865,255,1546,440,285,92,379,115,624,213,386,115
EBH1882,1445,300,881,198,1704,374,412,88,403,83,872,251,547,172
EBS2201,319,84,92,26,173,51,72,20,75,18,219,92,140,59
ECA0976,325,64,308,45,567,114,0,0,171,34,487,149,303,79
ECA1221,472,247,837,299,1486,520,0,0,250,111,963,438,587,257
ECB1341,844,158,917,167,1688,354,106,24,366,65,838,248,519,159
ECB1683,459,217,231,139,478,205,108,54,124,62,429,250,214,151
ECM3591,796,84,957,110,1785,236,0,0,428,49,869,200,500,119
ECS3353,2147,775,1298,492,2574,879,555,182,510,197,1036,445,661,281
EDF2361,533,199,279,82,513,176,116,38,159,67,368,193,224,109
EDJ1970,1707,1668,795,795,1520,1474,361,377,532,489,579,593,327,364
EDP1880,940,258,929,200,1615,392,104,23,405,118,805,242,486,138
EDV1427,1491,462,877,298,1762,545,325,116,448,133,793,322,470,179
EEC3193,1426,366,829,246,1547,472,289,86,395,99,556,220,318,127
EEH0965,2133,175,1677,120,3196,212,384,32,703,49,1270,154,766,80
EFC1153,1398,298,959,153,1714,314,217,44,511,106,893,195,585,104
EFJ1685,278,80,248,108,492,194,0,0,134,38,451,238,249,141
EGB3624,255,72,95,25,185,41,69,20,64,16,268,77,186,44
EGC0931,610,214,269,97,531,151,146,46,174,50,354,194,205,97
EGD3972,84,84,61,29,93,59,14,10,32,30,156,99,91,60
EGG3374,1322,547,1282,543,2444,968,144,66,507,222,1025,499,549,275
EGP2104,1059,782,677,430,1187,838,155,113,372,270,647,461,398,278
EHB0942,300,93,303,74,511,147,38,11,115,37,335,166,192,85
EHD0024,834,34,1300,39,2372,69,0,0,457,15,1024,65,640,38
EHD1744,364,91,362,94,665,192,46,12,152,39,278,112,159,62
EHV1237,471,211,748,320,1453,596,0,0,269,123,811,443,547,273
EHW2450,1403,326,872,217,1645,381,203,46,479,118,800,234,481,129
EID1076,548,144,529,157,1072,289,121,37,185,39,543,205,335,130
EIF1865,1306,258,893,194,1684,352,209,42,417,94,846,256,522,164
EIH0064,1179,199,908,193,1702,347,215,46,399,67,842,201,537,122
EIR1046,1407,382,977,237,1866,463,320,90,375,98,936,308,576,188
EIY2749,1333,692,717,398,1347,683,318,182,390,175,648,404,364,255
EJB1263,973,421,798,301,1526,505,177,75,307,119,954,398,584,247
EJG0833,474,163,273,91,481,198,103,37,107,53,366,194,209,122
EJG1655,826,463,1262,557,2220,1198,0,0,430,257,944,552,587,340
EJH2799,85,33,80,33,173,59,14,5,39,12,215,99,139,54
EJL1075,710,118,900,159,1697,352,103,21,293,53,803,208,459,113
EJM2690,1342,747,696,376,1327,735,323,157,362,221,876,558,555,360
EJP2315,1047,377,1324,477,2579,859,0,0,563,213,1154,448,711,284
EJP2975,681,287,315,128,625,269,146,58,189,74,420,231,269,127
EJS1338,1837,367,920,189,1646,364,418,77,515,112,686,227,424,141
EKB0825,798,277,807,292,1509,542,0,0,397,150,897,399,550,242
EKB3828,336,104,269,78,519,178,43,8,129,44,438,195,266,103
EKC3706,288,14,115,4,204,16,93,4,67,5,292,33,175,27
EKH0934,619,153,265,75,551,148,155,43,206,51,388,149,211,76
EKH2084,1510,300,912,169,1695,348,317,61,439,97,604,180,354,103
EKK0503,522,188,821,260,1478,551,0,0,272,99,840,350,537,211
EKM0863,127,15,104,13,200,32,0,0,71,8,252,71,143,45
EKN3760,531,191,257,114,502,164,123,65,136,40,424,188,235,94
EKS3724,1192,652,1167,612,2232,1177,138,78,478,276,919,606,582,363
EKV3321,281,122,83,42,151,74,67,33,53,19,214,141,141,90
ELB0033,1766,1276,961,686,1817,1287,328,243,578,425,780,585,534,403
ELB3697,310,12,122,9,215,6,91,5,88,3,295,31,179,18
ELC1833,779,203,789,322,1499,537,0,0,362,109,732,322,449,192
ELR1140,1624,387,881,193,1650,331,398,82,517,96,663,215,385,105
ELW1413,1460,557,813,301,1483,530,366,131,405,150,608,289,396,163
EMC2757,260,110,263,107,462,201,41,13,106,50,414,204,205,112
EMC3609,797,127,967,132,1743,252,0,0,427,64,886,197,561,116
EMH1957,507,309,777,325,1389,613,0,0,282,143,722,382,430,219
EMK3809,320,215,265,169,516,320,51,26,106,72,442,341,287,206
EMM3195,557,152,476,99,846,195,113,26,178,47,481,153,293,88
EMO0159,1244,251,900,176,1684,376,215,37,424,91,1031,309,608,174
EMO2120,803,181,889,194,1684,364,102,23,305,82,894,296,534,169
EMR3880,1046,324,794,261,1570,520,79,24,486,163,756,280,466,160
EMS1736,1061,216,877,184,1632,370,110,17,442,99,949,322,566,170
ENH3969,116,88,44,27,77,46,38,21,30,18,116,90,60,52
ENM2269,2089,644,1297,433,2562,861,391,131,680,202,1167,479,713,288
ENR1304,1949,365,933,178,1695,283,418,80,517,99,746,215,390,99
ENS1748,2117,1321,1494,886,2666,1717,499,293,579,412,897,600,591,359
EPC3889,1739,583,850,278,1505,547,375,104,505,190,549,262,341,148
EPH2834,173,36,94,33,184,37,18,6,65,17,257,95,159,68
EPI3052,1818,648,1029,356,1814,643,346,118,507,176,742,363,435,202
EPM3878,1282,391,793,301,1497,548,209,65,452,152,677,309,399,163
EPW3971,203,143,76,43,135,97,58,33,70,53,174,125,103,79
EQT0195,1424,561,957,373,1848,623,297,127,458,154,885,397,527,229
ERA0725,468,187,265,96,495,191,114,45,120,52,346,207,210,110
ERC1840,971,339,815,283,1488,539,96,30,421,161,762,303,475,194
ERD1235,684,246,741,333,1458,575,87,32,278,99,886,425,565,268
ERF2472,1304,253,894,187,1664,364,307,68,339,78,1046,326,655,219
ERG3905,1363,571,817,300,1508,542,360,159,461,165,589,263,342,146
ERH0815,1089,334,878,315,1693,611,103,27,462,165,823,318,498,181
ERO2454,1039,241,858,205,1659,378,111,27,467,111,839,231,514,139
ESB2629,1437,265,921,167,1655,357,424,72,337,76,839,260,523,149
ESB2888,1726,374,1537,292,2782,606,335,60,605,140,1136,355,674,218
ESH1283,1534,261,917,177,1709,337,397,69,382,68,808,225,497,138
ESH2077,1664,302,903,177,1653,370,332,59,480,104,637,222,372,128
ESN2683,932,409,767,325,1499,562,159,78,289,134,928,406,602,260
ESS3318,174,59,86,31,178,52,44,14,54,17,173,86,91,40
ESS3341,336,86,100,27,152,62,70,15,72,28,206,126,143,80
ETA0791,544,336,723,376,1342,689,0,0,282,152,694,383,423,234
ETB0828,1385,459,822,287,1507,524,360,129,367,119,868,458,512,284
ETB0950,2663,155,1679,86,3206,188,562,27,772,48,1027,127,629,73
ETG2821,216,105,88,42,156,62,62,29,59,27,214,127,120,81
ETM2542,1063,445,717,356,1386,657,172,82,363,141,680,388,401,218
EUC1051,1318,268,1112,239,2077,412,392,80,319,72,1019,258,589,148
EUH0257,746,370,943,420,1688,775,104,43,314,148,865,477,554,296
EUV1842,1478,501,827,260,1557,486,299,101,452,133,792,257,497,166
EVF1722,1270,547,1542,640,2892,1096,0,0,631,262,1485,741,858,447
EVO1522,150,26,98,19,192,39,20,2,60,12,272,73,158,48
EWA1486,72,14,88,29,189,38,0,0,44,11,205,73,140,41
EYD2871,317,48,98,14,204,31,73,12,94,9,245,71,157,46
EZB3892,1610,490,861,252,1514,497,389,116,433,139,729,311,427,187
EZP3568,1278,492,787,290,1535,510,272,104,448,152,682,343,404,201
FAD3114,922,225,881,196,1623,392,182,53,293,67,812,257,479,169
FAH1566,84,69,83,44,142,76,0,0,48,34,209,148,118,94
FAH1851,1456,534,917,309,1706,556,303,118,507,170,665,306,427,197
FAJ0523,967,165,953,171,1685,320,109,14,386,78,1159,313,698,201
FAJ3101,1337,312,886,206,1680,370,313,78,413,92,673,224,429,129
FAJ3608,630,440,760,498,1411,869,82,52,246,147,560,399,321,234
FAL1867,1373,383,851,224,1658,412,300,80,483,118,686,247,406,136
FAP0199,828,191,793,281,1539,502,94,22,317,81,652,328,417,221
FAR2869,240,40,94,19,190,43,46,6,86,14,241,100,150,59
FAW1969,1137,536,725,363,1403,665,255,98,400,198,542,282,346,169
FBD2277,1288,384,1425,411,2544,829,0,0,649,206,1119,437,654,264
FBM2755,332,151,281,96,482,190,80,31,99,54,365,182,184,90
FBM3728,1354,626,1172,588,2255,1156,262,125,467,222,1068,559,616,311
FBY1064,947,145,907,176,1744,305,215,41,264,43,868,209,503,121
FCB0563,1024,462,741,348,1472,613,167,70,384,179,760,348,448,203
FCE0695,727,218,841,249,1551,454,0,0,399,120,808,291,511,185
FCK3307,143,61,94,38,155,59,19,9,50,17,227,114,143,66
FCM2190,320,68,97,28,174,53,68,19,76,18,222,85,139,54
FCM3792,1468,495,1385,464,2577,837,319,102,472,155,1183,468,723,274
FCM3926,126,37,97,25,186,42,19,7,54,14,182,81,113,44
FCS1128,1581,279,936,137,1748,284,423,61,351,71,783,152,482,91
FCS2824,224,59,98,29,180,50,68,16,55,21,232,89,148,52
FCY1157,1084,549,712,360,1409,630,162,77,364,177,616,369,350,207
FCY1819,651,208,815,269,1530,525,0,0,343,118,1001,430,631,257
FDD1052,1000,228,1084,238,2109,414,119,31,414,79,1069,320,628,174
FDD3893,1478,455,788,303,1452,563,298,96,365,144,540,283,287,146
FDF2135,350,107,261,94,457,155,91,33,85,26,295,164,148,72
FDF3743,709,268,282,94,481,190,155,51,182,59,361,214,211,119
FDH0299,134,47,92,35,163,69,20,7,43,18,246,119,163,65
FDM1933,1848,394,883,207,1605,414,411,94,504,124,800,324,496,193
FDS0810,1422,464,821,290,1452,563,379,125,373,142,764,307,480,202
FDT0213,1884,780,925,394,1786,729,406,174,602,253,761,433,447,255
FDV1224,756,498,884,575,1689,1026,99,71,298,175,801,559,453,342
FES3442,232,38,298,52,594,106,0,0,105,16,399,128,234,76
FFP2270,2122,840,1384,536,2585,1010,428,176,666,268,1103,499,649,292
FFP3169,1155,245,913,157,1708,322,216,38,392,78,909,229,513,136
FGC0114,1398,592,844,413,1615,765,388,178,359,156,761,427,475,242
FGG3666,144,65,83,44,159,61,18,9,55,23,235,138,159,93
FGH1958,581,287,716,384,1392,647,0,0,302,151,727,395,405,213
FGK1026,1149,304,860,261,1553,439,192,62,359,103,724,260,461,178
FGN0375,1174,186,1368,274,2702,519,0,0,622,115,1152,364,661,202
FGS3275,222,102,90,33,164,60,67,28,42,16,238,133,156,84
FHA3387,629,448,256,214,543,360,142,117,202,143,335,272,204,152
FHM2067,1475,443,812,257,1549,496,320,84,382,141,868,354,559,236
FJA1848,682,206,856,250,1547,485,81,24,301,94,644,281,401,183
FJC2198,163,29,89,32,188,37,23,4,64,11,262,98,153,62
FJO1828,1681,584,901,336,1624,618,413,145,521,178,630,300,409,178
FKA0393,627,156,278,77,539,163,158,38,167,44,511,192,304,101
FKD2779,227,93,90,33,156,69,77,25,55,19,222,122,144,73
FKH0804,893,331,780,327,1430,540,88,41,361,142,677,299,436,176
FKJ1521,226,29,101,18,202,28,50,10,69,6,300,68,203,36
FKM1622,429,50,320,53,596,90,43,4,171,22,519,139,313,87
